id,char,unicode,n_points,n_strokes,stroke
716,商,5546,96,14,"96,-64,0,-5,-10,5,-10,-64,0,-4,-6,4,-7,-64,0,0,-10,0,3,-64,0,-4,-4,-7,-2,-6,1,-2,0,-2,-3,-4,-4,-64,0,-5,-2,-4,-2,-64,0,4,-4,2,-2,3,0,5,-1,6,-3,4,-4,-64,0,3,-2,4,-2,-64,0,0,3,-6,4,-6,13,-64,0,0,3,5,2,-64,0,5,2,6,14,-64,0,0,3,0,7,-5,8,-6,8,-64,0,0,6,6,7,-64,-64,,,,,,"
717,裳yi,,18,4,"18,-64,0,-8,-5,6,-5,-64,0,-13,0,-5,4,4,4,11,-1,-64,-64,,,,,,"
718,賞,8CDE,26,6,"26,-64,0,-1,-14,-1,1,-64,0,-1,4,-1,15,-64,0,-9,-3,-9,8,-64,0,5,-4,5,9,-64,-64,,,,,,"
719,上,4E0A,50,8,"50,-64,0,1,-11,7,-1,2,7,5,16,5,16,-64,0,4,-13,2,0,-64,0,2,0,7,8,4,13,-64,0,9,-11,4,-6,-64,0,-6,-9,-3,1,-5,8,-1,15,-64,0,-4,4,0,9,-64,-64,,,,,,"
720,少,5C11,66,11,"66,-64,0,0,-17,-5,-10,-64,0,0,-17,6,-12,-64,0,-3,-12,4,-12,6,-12,-64,0,0,-14,1,5,-64,0,-2,-10,0,-8,-64,0,2,-10,0,-8,-64,0,-3,-3,0,2,-64,0,-1,-2,-5,5,2,11,7,5,4,-1,4,-1,-64,0,4,-2,2,2,-64,-64,,,,,,"
721,紹,7D39,50,9,"50,-64,0,-3,-11,0,-6,-64,0,3,-15,0,-6,-64,0,0,-6,0,6,-64,0,-6,9,5,9,-64,0,-6,6,-6,13,0,15,5,13,5,6,-64,0,-5,-5,-5,4,-64,0,4,-6,4,3,-64,-64,,,,,,"
722,賖,8CD6,76,12,"76,-64,0,9,-18,10,-7,-2,2,-2,16,-64,0,-3,-14,-1,-5,4,-7,-64,0,1,-16,3,-7,-64,0,3,-16,4,-13,-2,-10,-64,0,6,-17,7,-12,-64,0,2,2,2,8,11,9,-64,0,6,4,8,13,11,16,10,4,-64,0,13,-8,13,0,-64,0,-6,2,-5,11,-64,0,2,11,2,17,-64,-64,,,,,,"
723,舌,820C,46,5,"46,-64,0,-7,-11,-1,-8,0,-3,-1,2,-4,5,-2,10,2,11,9,9,-64,0,-2,9,0,6,3,1,6,3,5,6,-64,0,-8,-9,-9,-5,-8,-2,-5,-3,-3,-5,-2,-8,-64,-64,,,,,,"
724,射she,,28,5,"28,-64,0,-4,-14,-3,-5,-7,2,-2,7,3,0,-3,-5,-64,0,-3,6,-2,17,-64,0,-3,-11,4,-5,-64,-64,,,,,,"
725,涉,6D89,60,10,"60,-64,0,2,-15,4,13,-64,0,2,-14,-4,-4,-2,1,-4,4,4,12,-64,0,-9,1,1,1,-64,0,1,1,4,-2,8,3,-64,0,1,1,4,3,8,-2,-64,0,-9,1,-6,-1,-64,0,-9,1,-5,4,-64,0,-4,-11,2,-15,-64,-64,,,,,,"
726,申,7533,80,12,"80,-64,0,0,-15,0,14,-64,0,0,-6,-4,1,-64,0,0,-6,4,0,-64,0,-3,14,-3,6,3,6,3,15,-64,0,-6,-14,-4,-11,-64,0,3,-16,3,-13,-64,0,7,-1,7,2,-64,0,-1,17,-1,20,-64,0,7,-17,5,-11,10,2,7,8,7,13,12,20,-64,0,-8,-14,-5,-5,-10,3,-6,13,-11,20,-64,-64,,,,,,"
727,身,8EAB,48,8,"48,-64,0,-5,-7,3,-10,5,-6,-3,-2,-3,-1,-64,0,-4,-5,0,-7,-64,0,0,-3,-1,4,6,16,6,16,-64,0,-3,10,5,6,-64,0,-4,0,-4,5,-64,0,3,-2,3,1,-64,-64,,,,,,"
728,沈,6C88,26,6,"26,-64,0,-8,-7,0,2,-64,0,0,-10,0,10,-64,0,8,-8,0,2,-64,0,-7,10,6,10,-64,-64,,,,,,"
729,升,5347,86,15,"86,-64,0,-9,-8,-5,-3,-64,0,-2,-9,-5,-3,-64,0,-9,-8,-13,0,-64,0,-2,-9,2,-4,-64,0,-5,-3,-5,13,-64,0,-10,6,-5,13,-64,0,-2,4,-5,13,-64,0,-9,1,-6,-1,0,3,-64,0,-9,1,-8,3,0,3,-64,0,4,-13,4,1,-64,0,0,-11,4,-5,4,-5,-64,0,10,-11,4,-5,-64,0,0,3,9,1,-64,-64,,,,,,"
730,生,751F,122,17,"122,-64,0,-7,-7,2,-7,-64,0,-7,-7,-7,6,-64,0,-4,-12,-4,-7,-64,0,-6,-11,-4,-7,-64,0,-1,-11,-4,-7,-64,0,-1,-7,-7,0,-64,0,0,-4,-2,3,-1,6,0,4,-64,0,-2,3,1,0,-64,0,-5,8,-5,12,-4,14,-1,14,0,12,0,8,-64,0,-5,10,0,10,-64,0,5,-3,6,-4,5,-7,4,-7,2,-5,4,-3,5,0,3,5,1,8,-64,0,5,4,6,7,2,12,-64,0,4,7,6,12,6,17,-64,0,-1,-2,1,0,-64,0,1,-2,1,2,-64,-64,,,,,,"
731,牲,7272,52,8,"52,-64,0,-1,-14,0,1,0,1,-64,0,-5,-12,0,-7,3,-11,-64,0,7,-2,-6,3,-6,11,-64,0,7,-2,6,5,0,6,-6,9,-64,0,-2,2,-3,4,-1,6,-64,0,1,0,2,3,0,5,-64,-64,,,,,,"
732,聲,8072,62,10,"62,-64,0,-1,-9,-4,0,-1,6,-64,0,-1,-9,3,1,0,6,-64,0,-6,6,5,6,-64,0,-8,-7,-6,-4,-6,1,-4,6,-64,0,-5,0,-7,4,-8,12,-64,0,4,1,8,4,7,13,-64,0,5,-4,8,1,-64,0,8,1,4,5,-64,-64,,,,,,"
733,省,7701,92,16,"92,-64,0,5,-11,5,-2,2,1,-64,0,-2,-10,-2,-3,2,1,-64,0,0,-1,-1,4,-64,0,3,0,3,4,-64,0,-4,4,5,4,-64,0,7,-9,7,-3,-64,0,7,-8,15,-6,7,-4,-64,0,9,-12,13,-12,-64,0,10,-12,10,10,-64,0,6,11,12,10,-64,0,-4,-10,-4,-6,-64,0,-2,-1,-4,2,-64,0,5,0,6,2,-64,0,6,-13,7,-11,-64,-64,,,,,,"
734,圣,5723,62,8,"62,-64,0,-4,-10,-1,-6,-4,-4,-2,-3,-1,0,-1,0,-64,0,-3,-10,3,-10,3,1,-5,0,-64,0,3,1,-1,5,1,8,1,17,-64,0,2,2,6,7,-64,0,-7,4,-8,7,-6,9,-3,9,-3,5,-3,3,-64,0,-7,5,-3,5,-64,-64,,,,,,"
735,盛,76DB,32,4,"32,-64,0,3,-18,4,-11,8,-5,6,-3,2,-3,-3,-7,-5,-4,-3,-1,0,0,0,6,-64,0,3,-12,-2,-11,-7,-8,-64,-64,,,,,,"
736,聖,8056,76,11,"76,-64,0,-1,-16,-3,-12,-1,-8,-1,2,1,4,1,1,-64,0,0,-16,1,-11,-1,-8,-64,0,3,-17,5,-12,4,-6,5,-2,5,5,-64,0,0,-18,1,-17,0,-17,-64,0,6,3,11,7,11,10,-64,0,9,-4,7,8,-64,0,3,-14,3,-12,-64,0,3,-5,2,-2,-64,0,-3,-7,-3,-2,-64,-64,,,,,,"
737,尸,5C38,70,12,"70,-64,0,6,-16,6,-6,-64,0,6,-6,3,-1,4,2,8,2,11,-2,6,-6,-64,0,3,-1,10,-3,-64,0,1,-11,12,-11,-64,0,1,-13,1,-9,-64,0,12,-14,12,-9,-64,0,3,-16,8,-16,-64,0,5,2,4,9,-64,0,7,2,9,10,-64,0,2,8,10,10,-64,-64,,,,,,"
738,师shi,,34,6,"34,-64,0,3,-13,-4,-5,-4,4,6,12,-64,0,3,-13,2,-4,-64,0,2,-4,-4,1,-4,1,-64,0,-4,4,4,6,5,11,-64,-64,,,,,,"
739,施shi,,66,7,"66,-64,0,-4,-15,-7,-11,-2,-3,-7,4,-4,9,-1,5,-7,-4,-1,-12,-4,-15,-64,0,4,-13,2,-9,6,-3,2,5,3,10,7,6,2,-4,7,-10,4,-13,-64,0,-4,-16,5,-14,-64,0,-10,-3,10,-3,-64,0,-9,-16,-12,-6,-10,0,-10,6,-13,9,-64,-64,,,,,,"
740,溼,6EBC,8,3,"8,-64,0,0,-15,0,15,-64,-64,,,,,,"
741,十,5341,40,7,"40,-64,0,-3,-13,14,-12,14,14,-64,0,3,-13,13,2,-64,0,13,1,6,3,13,9,-64,0,-4,-4,-4,6,4,6,4,-4,-64,0,-4,-1,5,-1,-64,-64,,,,,,"
742,石,77F3,66,10,"66,-64,0,-7,-8,-7,8,-64,0,7,-8,7,8,-64,0,-7,-8,7,-8,-64,0,-7,8,7,8,-64,0,-4,-8,-4,-3,-1,-3,-1,-8,-64,0,1,-8,1,-3,4,-3,4,-8,-64,0,-4,8,-4,4,-1,4,-1,8,-64,0,1,8,1,4,5,4,5,8,-64,-64,,,,,,"
743,姼chi,,80,13,"80,-64,0,3,-7,8,7,4,11,5,14,9,11,7,16,-64,0,-6,0,-1,-1,-64,0,-1,-1,0,-7,-64,0,0,-7,-6,-8,-64,0,-3,-8,-3,-1,-64,0,-5,7,0,7,-64,0,0,7,0,2,-5,2,-64,0,-3,2,-3,7,-64,0,1,0,5,-5,-64,0,5,-5,8,-2,2,4,-64,0,1,0,3,5,-64,-64,,,,,,"
744,祏,794F,38,8,"38,-64,0,-10,-5,-1,-5,-64,0,-12,-2,1,-2,-64,0,-5,-2,-5,16,-64,0,-7,-13,8,-13,-64,0,8,-13,8,12,-64,0,-5,-13,8,-1,-64,-64,,,,,,"
745,食,98DF,74,13,"74,-64,0,-4,0,6,0,-64,0,-4,0,-4,5,-1,7,6,6,5,0,-64,0,-1,2,5,2,-64,0,1,-9,3,0,-64,0,0,7,0,11,-64,0,1,-9,-3,0,-64,0,3,7,4,10,-64,0,-1,11,7,10,-64,0,1,-17,-5,-9,-64,0,1,-17,6,-10,-64,0,-3,-12,4,-13,-64,-64,,,,,,"
746,時,6642,48,8,"48,-64,0,-4,-12,-1,-3,-64,0,-6,-2,7,-2,-64,0,0,-14,1,-3,-64,0,-3,-8,5,-10,6,-14,-64,0,-1,2,-5,6,-4,10,1,10,3,6,-1,2,-64,0,-2,6,0,6,-64,-64,,,,,,"
747,史,53F2,38,7,"38,-64,0,0,-14,0,7,-64,0,-7,-13,-7,-4,0,-2,5,-5,5,-14,-64,0,-7,-10,5,-10,-64,0,5,0,0,14,-64,0,0,2,6,16,-64,-64,,,,,,"
748,矢,77E2,36,7,"36,-64,0,3,-17,3,3,-64,0,3,-17,-2,-8,-64,0,3,-17,7,-9,-64,0,3,2,1,6,5,12,-64,0,3,2,5,6,-1,12,-64,-64,,,,,,"
749,豕,8C55,66,12,"66,-64,0,5,-12,0,-7,-3,0,-3,12,-64,0,-4,-8,6,-8,-64,0,-5,-6,-1,-6,-64,0,-5,-3,-2,-3,-64,0,-5,-1,-2,-1,-64,0,1,-7,8,1,-64,0,8,-1,8,3,-64,0,1,-6,-1,6,-64,0,-2,7,5,12,-64,0,5,9,5,12,-64,-64,,,,,,"
750,使,4F7F,48,8,"48,-64,0,-4,-15,-2,-9,1,-16,-64,0,-2,-9,-1,10,-64,0,-7,-8,3,-8,-64,0,-7,-11,-7,-4,-2,-2,3,-4,4,-12,-64,0,2,0,5,4,1,8,-64,0,-1,2,8,11,-64,-64,,,,,,"
751,駛,99DB,122,18,"122,-64,0,5,-15,2,-15,-6,-12,-64,0,-6,-11,-4,-8,4,-12,3,-14,-64,0,-3,-13,-2,-11,-64,0,0,-14,1,-12,-64,0,0,-10,8,7,-64,0,-3,-2,2,-7,4,-7,-64,0,4,-9,0,-8,-64,0,1,0,3,-3,-64,0,1,6,4,-1,8,0,-64,0,-6,-3,-3,10,-64,0,-9,1,-7,6,-4,6,-1,5,-3,0,-64,0,-8,3,-2,1,-64,0,-4,9,-7,13,-8,17,-64,0,-8,8,-7,11,-4,13,-64,0,-3,6,0,9,3,15,-64,0,1,6,0,9,-1,11,-64,-64,,,,,,"
752,氏,6C0F,42,4,"42,-64,0,-1,-13,0,-7,-2,-3,-4,-1,-3,2,-2,4,-2,8,-4,14,-4,14,-64,0,0,-7,3,-3,2,1,3,6,5,8,7,8,7,5,7,0,3,-3,-64,-64,,,,,,"
753,示,793A,20,5,"20,-64,0,-7,-12,6,-13,-64,0,-10,-8,9,-9,-64,0,-1,-8,-1,16,-64,-64,,,,,,"
754,事,4E8B,60,10,"60,-64,0,0,-11,0,17,-64,0,-3,-15,0,-11,-64,0,0,-11,1,-15,-64,0,-6,-6,5,-6,5,-6,-64,0,-6,-12,-6,-2,-64,0,-6,-2,0,0,5,-2,5,-11,-64,0,3,2,5,5,2,11,-64,0,0,5,6,9,7,18,-64,-64,,,,,,"
755,冟,519F,54,9,"54,-64,0,0,-11,-7,-6,-7,5,-64,0,0,-11,6,-6,6,4,-64,0,-3,-8,2,-2,0,2,-3,-2,2,-8,-64,0,0,2,0,12,-64,0,-6,13,5,13,-64,0,-4,4,0,8,-64,0,3,4,0,9,-64,-64,,,,,,"
756,室,5BA4,60,9,"60,-64,0,-3,-12,4,-13,-64,0,-5,-2,-4,-8,5,-9,6,-2,-64,0,0,-9,1,0,-64,0,-10,7,-3,3,3,2,8,4,12,8,-64,0,0,2,-2,7,0,10,4,8,3,2,-64,0,-9,7,-1,8,-64,0,4,8,11,7,-64,-64,,,,,,"
757,視,8996,58,7,"58,-64,0,-3,-11,10,-6,14,4,5,5,1,4,-4,-4,3,-2,-2,-11,-64,0,0,-17,2,-12,3,-9,-64,0,5,-15,7,-11,6,-8,-64,0,10,-13,12,-9,11,-4,-64,0,4,-3,7,-3,7,0,5,1,2,-1,4,-3,-64,-64,,,,,,"
758,手zhao,,68,11,"68,-64,0,-4,-9,0,-4,6,0,-64,0,-7,-7,-2,1,3,3,-64,0,-3,-9,-5,-5,-64,0,1,-3,-1,1,-64,0,2,-2,2,2,-64,0,-2,-15,1,-12,-1,-7,-64,0,-2,-13,1,-9,-64,0,-4,1,-1,5,5,6,-64,0,0,2,-1,7,3,10,4,14,-64,-64,,,,,,"
759,首,9996,58,9,"58,-64,0,-4,-15,-1,-10,0,14,-64,0,2,-15,-1,-10,-64,0,4,-8,11,-5,-64,0,8,-11,7,-4,8,5,9,7,6,11,8,14,10,12,-64,0,0,-5,7,-4,-64,0,1,6,8,6,-64,0,4,-4,3,1,4,4,-64,-64,,,,,,"
760,受,53D7,134,22,"134,-64,0,-5,0,3,-1,-64,0,-5,-1,0,-4,3,-2,-64,0,-5,0,-1,3,4,-1,-64,0,-1,-4,-1,3,-64,0,-6,-12,-6,-9,-6,-9,-64,0,-6,-12,-2,-12,-64,0,-2,-12,-2,-9,-64,0,-6,-9,-3,-10,-64,0,-4,-9,-1,-4,-64,0,1,-10,1,-8,1,-9,-64,0,1,-10,3,-10,-64,0,3,-10,3,-8,-64,0,1,-9,3,-8,-64,0,2,-8,0,-5,-64,0,-1,3,-1,6,-64,0,-1,6,4,5,-64,0,1,3,7,5,-64,0,3,5,3,9,-1,11,-1,12,-64,0,3,9,2,17,-64,0,3,10,5,15,-64,-64,,,,,,"
761,狩,72E9,64,10,"64,-64,0,2,-15,-2,-12,-4,-7,-3,-3,0,0,-64,0,2,-15,5,-6,0,0,-64,0,1,-9,0,-9,0,-6,1,-6,1,-9,-64,0,0,0,-1,15,-64,0,0,0,-4,7,-64,0,0,0,3,7,-64,0,4,8,2,15,-64,0,0,9,9,15,-64,-64,,,,,,"
762,獸,7378,46,8,"46,-64,0,-6,-10,5,-10,-64,0,0,-14,2,-14,-64,0,0,-14,0,13,-64,0,-7,-12,0,-3,-64,0,0,-3,7,-12,-64,0,0,-3,-5,0,-5,5,4,7,4,10,-7,19,-64,-64,,,,,,"
763,殳,6BB3,34,6,"34,-64,0,3,-11,0,-6,0,14,-64,0,-2,-14,-2,-7,5,-1,-64,0,-4,-3,-3,5,-6,11,-64,0,3,0,4,7,5,10,-64,-64,,,,,,"
764,叔,53D4,90,15,"90,-64,0,-4,-10,-13,0,-64,0,-4,-10,1,-1,-64,0,-11,-3,0,-3,-64,0,-8,-3,-8,6,-64,0,-3,-3,-3,6,-64,0,-12,6,-12,11,-64,0,-12,6,1,6,-64,0,1,6,1,11,-64,0,-12,11,1,11,-64,0,4,-15,4,-6,9,-2,5,3,4,17,-64,0,-2,-11,2,-8,2,-5,4,-6,-64,0,0,-10,-2,-9,-64,0,0,-10,0,-6,-64,-64,,,,,,"
765,秫,79EB,56,9,"56,-64,0,-9,-10,6,-10,7,7,-64,0,-4,-10,7,-2,-64,0,-7,-7,-7,-3,-64,0,-2,-4,-2,4,-6,8,-64,0,-2,4,2,7,-64,0,0,-3,0,1,-64,0,-9,-1,-8,9,-4,11,2,10,4,6,3,-3,-64,-64,,,,,,"
766,熟shu,,110,17,"110,-64,0,-9,-1,-7,-6,-5,-12,1,-4,2,4,2,8,-64,0,-7,-8,-10,-5,-64,0,-7,-8,-6,-3,-64,0,-1,-7,3,-11,6,-4,-64,0,5,-7,3,-3,-64,0,4,-8,9,-6,-64,0,1,1,-3,-2,-6,4,-64,0,-4,0,-8,2,-64,0,-4,-1,-2,3,-64,0,-1,3,-2,7,-1,10,-2,15,-64,0,-4,5,-5,8,-5,8,-64,0,-4,10,-3,11,-64,0,1,11,0,13,-64,0,1,3,-1,6,-64,0,2,3,6,6,-64,-64,,,,,,"
767,黍,9ECD,66,11,"66,-64,0,-2,-11,-7,0,-2,-3,3,-9,-64,0,-6,-12,-6,-9,-64,0,2,-16,1,-11,-64,0,5,-9,5,-6,-64,0,-3,-8,1,-7,-64,0,-4,-6,6,0,-64,0,-1,-3,-5,6,-3,11,-3,17,-64,0,1,-3,1,2,-2,6,-64,0,-3,7,2,9,-64,-64,,,,,,"
768,鼠,9F20,74,13,"74,-64,0,-8,-2,-6,-7,7,-8,7,-8,-64,0,-8,-2,-4,-3,-64,0,7,-8,2,-4,-64,0,-2,-7,-3,-3,-1,-1,-64,0,-1,-7,1,-5,-64,0,1,-5,-1,-1,-64,0,-4,4,-4,10,-64,0,-1,0,0,9,-64,0,0,9,-7,14,-64,0,-7,13,-9,5,-64,0,-9,5,-4,4,-64,-64,,,,,,"
769,蜀,8700,42,7,"42,-64,0,-6,-4,10,-5,-64,0,6,-11,4,-8,5,11,-64,0,2,12,9,10,-64,0,-1,-4,0,0,1,3,-2,6,-4,13,-64,0,-1,0,-3,2,-6,4,-64,-64,,,,,,"
770,戍,620D,78,12,"78,-64,0,-1,-13,0,14,-64,0,-4,-12,-1,-9,-64,0,3,-14,-1,-11,-64,0,-1,-9,-4,-5,-3,-3,-1,-2,-64,0,-1,-9,3,-6,2,-4,-1,-2,-64,0,-1,0,3,1,3,4,0,7,0,7,-64,0,-1,0,-4,3,-4,7,-64,0,-3,7,0,7,-64,0,0,7,-5,11,-64,0,0,7,3,11,-64,-64,,,,,,"
771,束,675F,64,10,"64,-64,0,-6,1,-6,-6,3,-6,3,0,-6,0,-64,0,-5,-16,-4,-12,-3,-10,0,-10,0,-15,-64,0,-2,-16,-2,-7,-64,0,-3,-1,-4,5,-64,0,0,-1,0,5,-64,0,-7,5,3,5,-64,0,1,-14,9,-7,10,8,-64,0,7,-8,5,-2,-64,-64,,,,,,"
772,侸,4FB8,76,12,"76,-64,0,-1,-14,-1,-5,-64,0,-3,-12,-1,-9,3,-13,-64,0,-5,-5,-1,-9,2,-6,-64,0,-3,-2,-3,5,3,4,2,-3,-4,-2,-64,0,-3,1,2,0,-64,0,-2,5,-2,8,-64,0,1,4,2,8,-64,0,-5,9,4,8,-64,0,6,-7,6,-2,8,0,5,6,-64,0,5,1,11,10,-64,-64,,,,,,"
773,庻shu,,88,14,"88,-64,0,0,-14,0,6,-5,12,-64,0,-1,-14,-4,-7,-64,0,0,-14,4,-9,-64,0,0,6,6,11,-64,0,-6,-2,-5,2,-3,2,-2,-2,-64,0,2,-2,3,1,5,1,5,-2,-64,0,-4,-2,-4,2,-5,4,-64,0,-4,2,-3,4,-64,0,4,-2,4,2,2,3,-64,0,4,1,5,3,-64,0,-8,5,-2,4,-64,0,1,4,8,4,-64,-64,,,,,,"
774,樹,6A39,36,7,"36,-64,0,-5,-9,-6,-1,-64,0,1,-12,-2,-4,2,5,-2,13,-64,0,-4,4,-7,11,-64,0,4,-8,4,-1,-64,0,5,6,4,13,-64,-64,,,,,,"
775,爽,723D,34,6,"34,-64,0,0,-17,10,-9,10,11,-64,0,2,-10,11,-1,-64,0,-3,-1,-2,6,2,7,6,4,4,-3,-64,0,-3,1,5,1,-64,-64,,,,,,"
776,水,6C34,82,12,"82,-64,0,-4,-10,-4,-4,-64,0,-7,-8,-4,-4,-64,0,-1,-9,-4,-4,-64,0,-4,-4,-6,-1,-2,4,-6,9,-1,15,-64,0,-4,-4,-2,-1,-6,3,-2,10,-7,15,-64,0,-4,12,-4,16,-64,0,1,-8,5,0,1,6,7,14,-64,0,7,-9,2,-1,5,6,1,13,-64,0,3,-11,4,-4,-64,0,3,10,3,15,-64,-64,,,,,,"
777,丝you,,70,10,"70,-64,0,2,-11,0,-8,1,-6,3,-8,2,-11,-64,0,1,-10,-7,-11,-8,6,-3,8,-4,10,-8,9,-6,14,-64,0,-7,-7,-2,-3,-3,7,-64,0,1,-3,2,4,-64,0,0,4,6,3,7,10,-64,0,0,4,2,10,-64,0,5,4,1,6,-64,0,2,-1,-1,2,-64,-64,,,,,,"
778,司,53F8,58,9,"58,-64,0,-4,-7,-1,-8,3,-5,2,-2,-2,-2,-5,-4,-4,-7,-64,0,-8,7,-2,4,8,1,-64,0,1,-2,0,5,-3,15,-64,0,-8,-12,-4,-7,-64,0,-3,-15,-3,-8,-64,0,1,-13,0,-8,-64,0,5,-13,2,-6,-64,-64,,,,,,"
779,絲,7D72,26,6,"26,-64,0,-6,-7,6,-7,-64,0,-7,-2,8,-3,-64,0,-6,3,8,3,-64,0,-7,9,9,8,-64,-64,,,,,,"
780,蛳si,,52,8,"52,-64,0,0,-8,-1,-2,4,-1,8,-2,8,-7,0,-7,-64,0,4,-1,3,8,5,9,9,5,-64,0,-7,-6,-6,-2,-64,0,-6,0,-6,4,-64,0,-5,-7,-3,-2,-3,10,-64,0,-1,4,-1,8,-64,-64,,,,,,"
781,楒si,,66,10,"66,-64,0,-10,-12,-1,-13,-64,0,-13,-7,0,-9,-64,0,-6,-8,-6,14,-64,0,3,-11,1,-7,2,-5,5,-4,-64,0,3,-11,8,-11,9,-7,5,-4,-64,0,2,-5,4,-2,0,11,4,12,8,6,-64,0,-10,-4,-11,10,-11,10,-64,0,-2,-5,-1,4,-64,-64,,,,,,"
782,死,6B7B,40,6,"40,-64,0,-6,-9,-8,-2,-4,4,-8,14,-1,14,0,2,1,-5,-5,-9,-64,0,-4,4,0,3,-64,0,6,-10,3,0,-64,0,5,-3,9,0,7,10,-64,-64,,,,,,"
783,巳,5DF3,88,13,"88,-64,0,0,-18,0,-11,-64,0,1,-18,4,-16,4,-12,4,-12,-64,0,1,-11,3,-11,-64,0,1,-13,3,-13,-64,0,4,-11,9,-6,10,-1,3,-2,3,-3,-64,0,4,-6,3,-3,5,0,4,5,7,10,3,15,-64,0,2,12,6,11,-64,0,6,11,6,13,-64,0,-1,-10,-2,-6,-8,-7,-64,0,-3,-5,-1,8,-64,0,-6,10,5,7,-64,-64,,,,,,"
784,四,56DB,48,7,"48,-64,0,1,-16,1,-4,-64,0,-3,-15,1,-10,5,-17,-64,0,-3,-5,1,-10,5,-6,-64,0,-3,-2,-3,1,1,2,4,0,4,-5,-2,-3,-64,0,1,2,0,9,-2,11,-4,7,-64,-64,,,,,,"
785,汜,6C5C,104,17,"104,-64,0,-3,-13,-6,-10,-4,-8,-2,-9,-1,-11,-3,-13,-64,0,-7,-4,0,-7,-64,0,-3,-8,-2,0,-64,0,3,-14,3,-9,1,-7,-64,0,3,-9,7,-7,-64,0,3,-9,3,-5,0,-1,-64,0,3,-5,7,0,-64,0,-7,6,8,2,-64,0,-7,10,9,6,-64,0,-7,6,-7,10,-64,0,-1,0,0,13,-64,0,3,-1,4,12,-64,0,-5,1,-5,13,-64,0,-3,5,-3,9,-64,0,7,2,7,6,-64,-64,,,,,,"
786,祀,7940,86,13,"86,-64,0,-6,-8,-6,-2,-64,0,-6,-8,5,-6,-64,0,-1,-10,-1,-4,3,1,-64,0,-6,-5,5,-6,-64,0,-4,-3,-3,0,-64,0,2,-9,1,-8,-64,0,4,-5,0,-2,-1,1,-64,0,-2,0,0,6,2,9,-5,13,-4,15,0,13,-1,19,-64,0,-5,5,2,2,2,2,-64,0,2,2,2,5,-6,8,-64,0,-5,5,-4,9,-64,-64,,,,,,"
787,飤,98E4,52,9,"52,-64,0,0,-14,-5,-8,-6,2,-64,0,0,-14,5,-9,7,-3,7,2,-64,0,0,-8,0,14,-64,0,-4,-5,0,1,0,1,-64,0,4,-4,0,2,-64,0,0,6,-5,10,-64,0,0,6,5,10,-64,-64,,,,,,"
788,嗣,55E3,82,14,"82,-64,0,-6,-12,-6,-2,-64,0,-6,-12,1,-16,9,-11,-64,0,9,-11,9,-3,-64,0,-2,-10,1,-4,-64,0,-2,-10,-3,-6,1,-4,-64,0,-3,-3,5,-4,-64,0,1,-12,0,-7,-64,0,1,-12,7,-4,-64,0,2,-10,6,-10,2,-4,-64,0,1,-4,1,16,-64,0,4,3,5,5,1,11,-64,0,1,5,9,13,-64,-64,,,,,,"
789,娀song,,52,7,"52,-64,0,3,-14,-2,-8,0,-4,4,-1,4,6,-1,10,0,12,5,7,2,15,-64,0,1,-12,-1,-5,-3,-1,-1,2,4,4,-64,0,2,-5,0,-1,-64,0,0,-4,-3,-1,-64,0,6,-7,4,-1,-64,-64,,,,,,"
790,宋,5B8B,84,14,"84,-64,0,0,-10,-7,-5,-7,11,-64,0,0,-10,7,-3,8,11,-64,0,-4,-4,-4,10,-64,0,-4,-4,2,-3,-64,0,2,-3,1,11,-64,0,-4,10,1,11,-64,0,-1,-1,-1,2,-4,4,-64,0,-1,2,1,3,-64,0,-2,4,-1,7,-5,8,-64,0,-1,7,1,8,-64,0,5,-3,3,2,4,11,-64,0,4,-1,6,2,-64,-64,,,,,,"
791,叜,53DC,88,12,"88,-64,0,-2,-9,3,-2,4,16,-64,0,-2,-9,-3,-4,-64,0,3,2,0,0,-64,0,7,-8,3,-2,-64,0,3,8,-2,14,-64,0,3,8,9,12,-64,0,-6,-10,-7,-7,-5,-4,-5,-7,-6,-10,-64,0,-1,-12,-1,-10,1,-9,1,-11,-1,-12,-64,0,-2,2,-3,5,0,7,1,3,-2,2,-64,0,7,-3,5,0,7,3,9,-1,7,-3,-64,-64,,,,,,"
792,夙su,,136,19,"136,-64,0,-5,-14,-10,-9,-64,0,-5,-14,-1,-10,-64,0,-8,-11,-2,-11,-64,0,-4,-11,-8,-5,-5,-3,-2,-5,-4,-11,-64,0,-7,-7,-3,-7,-64,0,-6,-4,-6,2,-3,2,-3,-4,-64,0,-9,-2,-9,3,-64,0,-1,-3,-1,0,-64,0,4,-16,4,11,-64,0,4,-11,1,-7,1,-5,4,-4,-64,0,4,-4,7,-7,4,-11,-64,0,0,-14,4,-11,-64,0,4,-4,1,-1,1,2,4,3,7,1,7,-2,4,-4,-64,0,2,4,-2,9,-1,16,-64,0,-1,3,1,10,-64,0,8,1,9,7,5,10,-64,0,5,4,9,10,7,18,-64,-64,,,,,,"
793,诉che,,22,5,"22,-64,0,-2,-14,5,7,-64,0,-2,-14,-4,9,-64,0,2,-3,-8,2,-10,12,-64,-64,,,,,,"
