id,char,unicode,n_points,n_strokes,stroke
708,xiang,,84,13,"84,-64,0,-4,-12,-3,-17,0,-14,-64,0,0,-14,3,-18,6,-13,-64,0,0,-14,0,-1,-64,0,-3,-11,-1,-10,-64,0,2,-12,1,-9,-64,0,-3,-8,-1,-6,-64,0,3,-9,0,-6,-64,0,-4,-1,-4,5,-64,0,-4,5,4,5,-64,0,5,-3,4,5,-64,0,0,2,0,15,-64,0,-3,7,0,10,-64,0,4,7,0,10,-64,-64,,,,,,"
709,廌,5ECC,58,8,"58,-64,0,-6,-17,-6,-14,-64,0,-6,-14,-1,-13,5,2,-3,8,-64,0,2,-5,-1,2,-64,0,-2,-18,-1,-13,-64,0,-1,-12,-5,-9,-5,-5,-64,0,1,-14,5,-10,-5,-5,-64,0,4,3,3,15,-64,0,3,9,6,12,-64,-64,,,,,,"
710,鹿,9E7F,112,17,"112,-64,0,-5,-15,-6,-11,-64,0,-6,-11,-6,-11,0,-7,0,-7,-64,0,-8,-15,-6,-14,-64,0,-4,-15,-5,-13,-64,0,-1,-18,1,-14,-64,0,1,-14,-1,-10,-64,0,-2,-13,-1,-13,-64,0,3,-16,1,-15,-64,0,-6,-8,5,-11,-64,0,-6,-8,-6,-3,-64,0,-5,-3,0,-5,-64,0,-1,-10,-3,-5,-64,0,4,-10,1,-6,-64,0,0,-5,0,1,-64,0,-4,14,-3,3,10,-3,13,0,-64,0,10,-1,9,13,-64,0,-3,7,10,4,-64,-64,,,,,,"
711,麟,9E9F,104,14,"104,-64,0,-7,-11,-5,-14,-2,-15,1,-12,1,-7,-4,0,1,2,6,2,-64,0,-5,-13,-3,-12,-3,-10,-64,0,-3,-11,-1,-13,-64,0,-6,-16,-5,-15,-64,0,-3,-19,-3,-16,-64,0,-1,-18,-2,-16,-64,0,1,-4,6,-2,5,11,-64,0,3,-4,7,-6,-64,0,4,-6,6,-3,-64,0,2,-2,-2,5,-64,0,3,-1,4,1,-64,0,-4,-1,-3,6,-5,13,-64,0,-6,10,-5,11,-64,0,4,13,6,12,-64,-64,,,,,,"
712,麐,9E90,78,11,"78,-64,0,-7,-7,-4,-12,3,-15,-64,0,-6,-7,0,-9,3,-15,-64,0,-5,-13,-1,-9,-64,0,-2,-15,0,-11,-64,0,-1,-8,-3,-2,-6,4,-64,0,-1,-6,3,-5,11,-9,-64,0,9,-8,8,-1,-64,0,1,-1,-3,7,-64,0,1,-1,7,5,-64,0,4,5,-2,16,-2,15,-64,0,0,4,6,15,-64,-64,,,,,,"
713,麋,9E8B,124,17,"124,-64,0,-9,-12,-6,-13,-4,-12,10,-13,-64,0,-2,-15,1,-15,2,-14,-64,0,5,-15,7,-15,7,-13,-64,0,-11,-7,-5,-12,-64,0,-12,-7,-5,-9,-5,-9,-64,0,-5,-12,-5,-9,-64,0,-10,-5,-7,-4,-4,-7,-64,0,-5,-9,-2,-4,-4,2,-7,15,-64,0,-5,9,-3,12,-64,0,-4,5,1,7,6,5,-64,0,-3,2,8,1,12,5,-64,0,9,2,9,6,-64,0,9,2,12,1,-64,0,7,1,7,13,-64,0,7,9,10,12,-64,0,-2,-6,7,-12,-64,0,1,-12,1,-10,-64,-64,,,,,,"
714,麇,9E87,102,14,"102,-64,0,-5,-11,2,-16,-64,0,-5,-12,-5,-7,-64,0,-4,-7,1,-10,-64,0,-1,-13,0,-11,-64,0,2,-16,1,-11,-64,0,-2,-13,-2,-10,0,-6,-5,0,-4,3,-7,9,-64,0,-6,7,-7,7,-64,0,-5,6,-5,8,-64,0,-5,-1,5,-2,8,-5,-64,0,6,-3,10,0,-64,0,6,-3,6,5,-64,0,-3,2,6,0,-64,0,-2,9,-1,4,0,6,0,14,-3,17,-64,0,-1,10,3,14,-64,-64,,,,,,"
715,麑,9E91,70,9,"70,-64,0,-6,-14,-6,-6,-64,0,-6,-14,7,-17,-64,0,7,-16,1,-10,-5,-6,-64,0,1,-16,-1,-9,1,-5,-4,0,-5,10,-64,0,1,-15,2,-12,-64,0,-3,0,8,-3,12,-1,-64,0,-4,2,3,4,7,2,6,2,-64,0,8,-3,8,10,-64,0,8,7,10,9,-64,-64,,,,,,"
716,麀,9E80,72,8,"72,-64,0,-2,-18,-3,-15,2,-8,10,-4,-64,0,1,-19,3,-16,2,-13,4,-10,-64,0,-6,-13,6,-13,8,-11,-64,0,-6,-13,-2,-9,8,-11,-64,0,0,-7,-2,-3,-1,-1,-4,3,-4,12,-64,0,4,-4,-1,5,4,12,-64,0,6,-1,5,1,5,8,-64,0,3,7,5,3,-64,-64,,,,,,"
717,麤,9EA4,166,24,"166,-64,0,-9,-6,-6,-4,-64,0,-9,-4,-7,-5,-64,0,-5,-6,-7,-5,-64,0,-9,0,-3,-5,-64,0,-9,0,-6,0,-2,-3,-2,-3,-64,0,-6,-3,-5,-1,-64,0,-4,-4,-4,-2,-64,0,-5,0,-4,4,-7,11,-64,0,-4,2,0,4,-64,0,-4,5,-1,6,-64,0,0,1,0,9,0,1,1,9,-64,0,-1,-14,2,-9,2,-9,-64,0,1,-15,-2,-10,-64,0,2,-13,3,-12,-64,0,5,-16,4,-11,-64,0,7,-15,5,-14,-64,0,-2,-6,1,-9,9,-10,-64,0,-1,-5,4,-5,8,-9,-64,0,1,-8,2,-6,-64,0,4,-9,4,-7,-64,0,3,-5,5,1,3,7,-64,0,5,0,12,3,-64,0,5,3,9,6,-64,0,13,0,10,5,11,10,-64,-64,,,,,,"
718,兔,5154,70,8,"70,-64,0,-2,-16,6,-11,-64,0,-6,-13,-2,-7,6,-10,-64,0,-3,-11,0,-15,-64,0,-1,-7,-5,-2,-6,3,-5,10,1,12,9,7,-64,0,4,-9,1,-5,0,0,4,9,-64,0,5,-10,8,-4,7,-1,5,-2,1,-6,-64,0,-8,-4,-6,-3,-64,0,-9,10,-6,9,-64,-64,,,,,,"
719,逸,9038,62,9,"62,-64,0,-5,-18,2,-15,1,-11,-64,0,-7,-14,1,-11,-64,0,-2,-16,-2,-13,-64,0,1,-11,-5,-7,-64,0,0,-10,3,-4,-64,0,-3,-8,0,-1,-64,0,3,-6,3,-4,-2,2,-64,0,-1,5,6,7,-64,0,2,3,8,12,7,1,-64,-64,,,,,,"
720,犬,72AC,60,8,"60,-64,0,-4,-14,7,-10,-64,0,0,-16,0,-10,4,-3,5,7,0,13,1,16,5,12,-64,0,-8,-8,2,-7,-64,0,-1,-7,-1,6,-64,0,-1,-1,4,-1,-64,0,-1,2,4,2,-64,0,1,-7,2,6,-64,0,-8,5,5,7,-64,-64,,,,,,"
721,尨,5C28,66,9,"66,-64,0,-3,-12,9,-9,-64,0,2,-16,3,-7,-5,0,-64,0,3,-7,7,8,-64,0,-1,-4,-1,2,3,7,3,7,-64,0,5,5,-1,10,-64,0,7,7,2,12,5,17,9,12,-64,0,-4,1,-6,4,-64,0,-3,5,-5,8,-64,0,-1,7,-3,11,-64,-64,,,,,,"
722,yin,,66,7,"66,-64,0,0,-17,-2,-14,1,-13,-64,0,-1,-15,5,-15,7,-12,6,-8,7,-1,5,2,5,7,-64,0,-2,-9,4,-4,-64,0,2,-11,0,-4,1,4,2,7,-1,10,-1,12,3,10,-64,0,-7,-5,-1,-4,-64,0,-2,-3,-3,4,-64,0,-7,5,1,5,-64,-64,,,,,,"
723,狩,72E9,58,7,"58,-64,0,-4,-15,-1,-10,0,14,-64,0,2,-15,-1,-10,-64,0,4,-8,11,-5,-64,0,8,-11,7,-4,8,5,9,7,6,11,8,14,10,12,-64,0,0,-5,7,-4,-64,0,1,6,8,6,-64,0,4,-4,3,1,4,4,-64,-64,,,,,,"
724,臭,81ED,70,8,"70,-64,0,-5,-17,-4,-12,3,-12,5,-17,-64,0,0,-18,0,-14,-5,-10,-3,-5,-1,-9,-64,0,1,-16,6,-9,4,-6,1,-10,-64,0,-2,-3,5,0,-64,0,2,-4,2,-1,-4,1,-64,0,-2,1,-1,6,-64,0,2,-1,3,7,0,11,3,14,-64,0,-4,9,3,6,-64,-64,,,,,,"
725,獲,7372,44,5,"44,-64,0,-1,-17,-7,-10,-64,0,-1,-17,1,-11,-6,-4,-5,1,2,4,7,15,-64,0,4,0,4,5,0,10,-64,0,-4,-7,0,-2,-64,0,-1,-13,-1,-10,5,-4,-64,-64,,,,,,"
726,獻,737B,76,9,"76,-64,0,-6,-15,-5,-9,1,-7,1,-14,-64,0,-6,-15,-2,-12,1,-15,-64,0,-2,-12,-2,2,-6,5,-6,10,-2,6,-2,6,-64,0,-2,2,1,4,2,8,-2,6,-64,0,-2,6,-2,13,-64,0,8,-13,7,5,2,12,-64,0,7,5,10,12,-64,0,2,0,8,-8,-64,0,4,-9,10,-4,-64,-64,,,,,,"
727,狂,72C2,76,10,"76,-64,0,-6,-15,-6,-10,-2,-7,-64,0,-3,-14,-2,-7,-1,10,-64,0,-5,10,3,10,-64,0,-6,-11,1,-14,0,-18,-64,0,3,-15,3,-12,11,-8,11,-8,-64,0,0,-9,10,-7,-64,0,7,-7,8,-5,1,1,-64,0,8,-5,10,0,6,14,-64,0,4,8,8,5,-64,0,8,5,9,9,-64,-64,,,,,,"
728,狄,72C4,68,10,"68,-64,0,-3,-11,-5,-4,-64,0,-2,-11,1,-4,-64,0,-2,-10,-2,2,-7,9,-64,0,-2,2,0,8,-64,0,0,-11,9,-7,-64,0,0,-15,9,-8,-64,0,5,-7,3,-1,-64,0,5,-8,8,-1,4,7,9,14,-64,0,1,5,3,10,-64,0,2,7,4,7,-64,-64,,,,,,"
729,猶,7336,68,8,"68,-64,0,-8,-7,1,-7,-64,0,-7,-7,-6,-2,-5,5,-3,6,-3,6,-64,0,1,-7,-1,-1,-1,2,-3,5,-64,0,-6,-2,-1,-2,-64,0,1,-11,11,-11,-64,0,6,-15,6,-9,9,-1,8,2,2,2,-64,0,7,2,6,6,7,11,-64,0,2,-7,6,-8,-64,-64,,,,,,"
730,狼,72FC,94,14,"94,-64,0,-2,-14,-5,-6,-64,0,-1,-11,-2,-6,-64,0,-7,-5,0,-5,-64,0,-6,-5,-6,1,-64,0,-6,1,1,1,-64,0,0,-6,0,0,-64,0,-6,-2,-2,-2,-64,0,-4,1,-4,6,-64,0,-1,1,-2,9,-64,0,1,-15,4,-10,14,-7,-64,0,7,-14,7,6,4,13,4,15,9,12,-64,0,4,-7,4,4,-64,0,0,-8,7,-8,-64,0,2,6,7,4,-64,-64,,,,,,"
731,狽,72FD,82,11,"82,-64,0,-4,-15,6,-10,-64,0,0,-17,0,-18,1,-13,-5,-11,-64,0,-2,-11,-1,-4,-64,0,1,-13,3,-3,-64,0,-5,-4,4,-3,0,3,-64,0,-4,1,-1,6,-64,0,0,6,4,2,-64,0,4,2,5,9,3,14,0,11,-64,0,1,8,4,6,-64,0,-4,1,-7,7,-4,14,-1,11,-64,0,-5,5,-3,8,-64,-64,,,,,,"
732,火,706B,38,3,"38,-64,0,0,-11,0,-2,-3,1,-3,1,-64,0,-6,-5,-3,-1,-64,0,-6,-5,-7,6,-4,9,7,8,10,2,6,-6,5,2,0,-2,0,-2,-64,-64,,,,,,"
733,尞,5C1E,86,13,"86,-64,0,-6,-13,0,-4,-64,0,0,-15,0,10,-3,13,-64,0,0,10,2,12,-64,0,-5,11,-1,14,3,14,6,10,-64,0,0,-1,-6,6,-64,0,0,-2,6,5,-64,0,-4,6,-3,9,-64,0,2,5,3,8,-64,0,-6,-5,-5,-2,-64,0,5,-6,5,-1,-64,0,5,-13,0,-5,-64,0,2,-17,3,-15,-64,0,-4,-16,-3,-14,-64,-64,,,,,,"
734,焛,711B,76,10,"76,-64,0,-7,-14,-7,6,-64,0,-6,-12,-1,-11,-1,0,-6,1,-64,0,-6,-6,-2,-6,-64,0,2,-11,7,-13,-64,0,2,-12,3,0,7,1,-64,0,7,-14,8,9,5,13,1,10,0,5,-64,0,3,7,3,8,-64,0,0,10,-5,12,-6,10,-64,0,-2,5,-2,7,-64,0,3,-7,7,-7,-64,-64,,,,,,"
735,烄,70C4,90,10,"90,-64,0,1,-16,1,-14,-5,-8,-64,0,1,-14,6,-11,-64,0,1,-14,1,-8,-2,-3,4,3,5,6,-64,0,1,-8,4,-4,3,-2,-3,4,-3,6,-64,0,-5,-1,-5,2,-64,0,6,-1,6,2,-64,0,0,5,0,9,-2,11,-5,7,-5,7,-64,0,-6,5,-6,10,-2,14,7,13,7,4,-64,0,0,8,2,11,8,6,-64,0,-2,7,-1,7,-64,-64,,,,,,"
736,熹,71B9,106,13,"106,-64,0,-3,-17,-1,-15,3,-15,4,-19,-64,0,0,-18,0,-14,-64,0,-3,-12,-3,-8,4,-8,4,-8,-64,0,-3,-12,5,-12,4,-8,-64,0,-2,-10,2,-10,-64,0,-6,-13,-6,-9,-64,0,7,-13,8,-9,-64,0,0,-8,-1,-1,3,-1,2,-7,-64,0,-5,-5,-4,-1,-64,0,6,-5,6,0,-64,0,-5,3,-5,10,-1,13,9,11,8,2,-64,0,-5,3,-1,9,2,2,4,9,3,8,-64,0,4,5,8,2,-64,-64,,,,,,"
737,en,,66,9,"66,-64,0,-1,-16,-1,-11,-7,-5,-64,0,-1,-12,7,-7,-64,0,-1,-11,0,-1,-3,4,-64,0,0,-1,4,4,-64,0,-3,-5,-7,-1,-64,0,3,-6,4,-5,-64,0,-10,3,-5,0,-5,6,8,11,-64,0,6,-2,6,9,6,9,-64,0,6,-2,10,-1,-64,-64,,,,,,"
738,秋,79CB,142,18,"142,-64,0,-4,-15,-4,-17,-1,-17,1,-14,-64,0,2,-14,5,-18,6,-17,-64,0,-5,-11,1,-14,7,-13,7,-11,-64,0,-5,-11,3,-9,7,-10,-64,0,0,-14,1,-10,-64,0,4,-14,4,-11,-64,0,-6,-6,-5,-6,6,-6,5,0,5,1,-2,6,-3,5,-64,0,-6,-1,-6,4,-64,0,-6,2,-1,1,-64,0,1,-11,0,5,-64,0,0,-1,9,-4,9,3,-64,0,3,-9,2,3,-64,0,-6,8,-2,15,5,15,9,13,8,6,-64,0,2,8,1,11,-1,14,-64,0,2,11,4,14,-64,0,-3,8,-2,10,-64,0,6,9,5,11,-64,0,3,6,3,7,-64,-64,,,,,,"
739,jin,,54,7,"54,-64,0,-1,-17,0,3,-2,6,-64,0,-1,3,2,8,-64,0,1,5,4,3,5,7,0,11,-64,0,-5,3,-2,10,-64,0,-6,3,-6,8,-4,9,-64,0,1,-16,4,-12,2,-6,-64,0,0,-12,10,-5,-64,-64,,,,,,"
740,焚,711A,96,14,"96,-64,0,-7,-9,-5,-6,-64,0,-4,-11,-4,4,-64,0,-1,-10,-4,-6,-64,0,-4,-4,-7,2,-64,0,-4,-2,-2,2,-64,0,3,-12,6,-7,-64,0,7,-13,7,5,-64,0,11,-13,7,-8,-64,0,6,-2,3,3,-64,0,7,-2,11,2,-64,0,-8,5,-6,14,9,13,11,4,-64,0,-7,6,-3,9,0,5,7,11,9,13,-64,0,6,9,10,6,-64,0,0,-2,0,4,-64,-64,,,,,,"
741,烖,70D6,62,7,"62,-64,0,0,-14,-2,-9,-9,-4,-8,11,-64,0,0,-14,5,-7,9,-4,10,14,-64,0,-5,0,-5,7,1,9,6,7,5,0,-64,0,-4,1,-3,3,-3,3,-64,0,1,-2,0,2,-3,5,-64,0,0,2,5,5,-64,0,5,1,3,3,-64,-64,,,,,,"
742,光,5149,56,6,"56,-64,0,-6,-16,-6,-11,-3,-8,5,-9,5,-18,2,-14,2,-14,-64,0,-6,-15,-2,-12,-64,0,0,-17,-2,-9,-64,0,0,-17,2,-10,-64,0,1,-9,3,1,-2,4,-2,8,4,4,-1,15,-64,0,1,-7,-2,3,-64,-64,,,,,,"
743,烕,70D5,60,8,"60,-64,0,-8,-10,-7,-1,-2,2,4,-2,3,-9,-64,0,-8,-7,-4,-4,-64,0,-1,-11,-4,-2,-64,0,-2,-11,0,-1,-64,0,0,-5,3,-8,-64,0,6,-13,6,12,-64,0,4,13,8,14,-64,0,7,-13,10,-11,12,-4,6,1,-64,-64,,,,,,"
744,炎,708E,54,8,"54,-64,0,-5,-12,-4,-6,-64,0,5,-14,5,-7,-64,0,0,-13,0,-4,-4,0,-64,0,1,-5,6,1,-64,0,-6,3,-8,10,-64,0,6,3,11,7,-64,0,0,-1,0,7,-6,14,-64,0,1,6,9,13,-64,-64,,,,,,"
745,焱,7131,76,9,"76,-64,0,-4,-11,-4,-5,-2,-3,4,-4,5,-12,-64,0,0,-13,0,-8,-2,-5,-64,0,0,-9,2,-7,-64,0,-9,4,-8,10,-2,11,0,4,-64,0,-4,2,-7,9,-64,0,-5,6,-2,9,-64,0,1,7,2,11,6,13,9,12,10,5,-64,0,6,3,6,8,3,11,-64,0,6,8,7,10,-64,-64,,,,,,"
746,赤,8D64,62,7,"62,-64,0,0,-14,0,-11,-5,-8,-64,0,1,-12,5,-9,-64,0,0,-11,0,-7,-2,-3,-4,4,-64,0,0,-7,3,-2,3,3,-64,0,-8,3,-5,12,0,14,6,12,8,4,-64,0,-7,4,-3,9,-64,0,-3,8,0,3,2,9,8,5,-64,-64,,,,,,"
747,大,5927,34,4,"34,-64,0,1,-14,1,2,-4,6,-6,13,-64,0,1,1,6,5,7,14,-64,0,-8,-2,1,-10,-64,0,2,-10,7,-7,11,-1,-64,-64,,,,,,"
748,夾,593E,62,8,"62,-64,0,-1,-16,-1,-13,-7,-8,-64,0,-1,-13,5,-8,-64,0,-1,-13,-1,2,-2,6,-3,11,-64,0,0,2,2,5,3,12,-64,0,-5,-6,-7,-1,-8,9,-64,0,-6,-3,-3,1,-64,0,3,-7,6,-2,7,10,-64,0,3,1,5,-2,-64,-64,,,,,,"
749,夸,5938,48,7,"48,-64,0,-11,-14,-1,-15,-64,0,-10,-5,-2,-5,-64,0,-6,-15,-6,8,-64,0,2,-16,3,-12,-2,-7,-64,0,3,-12,9,-5,-64,0,3,-11,3,3,-1,13,-64,0,3,3,8,12,-64,-64,,,,,,"
750,夷,5937,20,2,"20,-64,0,2,-16,2,-7,-2,-2,-1,5,-7,15,-64,0,-5,-6,2,-13,-64,-64,,,,,,"
751,亦,4EA6,44,6,"44,-64,0,1,-16,0,1,-4,5,-5,11,-64,0,-8,-7,0,-14,-64,0,1,-14,8,-5,-64,0,-5,-7,-7,2,-64,0,3,-3,10,2,-64,0,1,2,4,6,5,14,-64,-64,,,,,,"
752,夨,5928,46,6,"46,-64,0,-6,-13,-5,-10,0,-9,-64,0,-6,-13,-1,-12,0,-10,-64,0,0,-8,0,2,-3,5,-4,13,-64,0,-9,1,0,-7,-64,0,1,-7,8,-1,-64,0,1,2,4,13,-64,-64,,,,,,"
753,呉,5449,48,6,"48,-64,0,-5,-16,-4,-10,-64,0,-4,-16,5,-16,5,-10,-64,0,-4,-10,5,-10,-64,0,-8,7,-5,-1,5,-4,6,-8,-64,0,0,-9,0,6,-4,9,-4,16,-64,0,0,6,5,14,-64,-64,,,,,,"
754,夭,592D,26,3,"26,-64,0,-7,-11,-6,-5,7,-3,8,4,-64,0,0,-12,0,2,-7,12,-64,0,0,3,7,12,-64,-64,,,,,,"
755,交,4EA4,34,3,"34,-64,0,-7,7,-6,-5,0,-10,7,-8,9,9,-64,0,0,-15,1,-4,-3,2,-2,7,8,16,-64,0,1,-4,4,2,-5,16,-64,-64,,,,,,"
756,壺,58FA,76,10,"76,-64,0,-5,-10,0,-14,3,-11,-64,0,0,-14,0,-9,-7,-5,-64,0,0,-9,6,-7,-64,0,-3,-7,-4,4,-1,10,0,11,-64,0,3,-8,4,5,1,11,-64,0,-8,-3,-7,0,6,1,8,-2,-64,0,-8,-3,8,-3,-64,0,-2,10,-3,13,-64,0,2,10,4,13,-64,0,-5,13,5,13,-64,-64,,,,,,"
757,幸,5E78,56,7,"56,-64,0,0,-16,0,-13,-5,-10,-64,0,0,-14,5,-11,-64,0,0,-13,0,-7,-4,-1,0,8,0,16,-64,0,0,-7,4,0,0,7,0,7,-64,0,-7,-2,7,2,-64,0,-3,10,0,13,-64,0,4,8,0,12,-64,-64,,,,,,"
758,執,57F7,84,10,"84,-64,0,-5,-16,-5,-12,-8,-10,-64,0,-5,-13,-1,-9,-64,0,-5,-11,-5,-6,-8,-3,-6,5,-5,13,-64,0,-5,-7,-3,-4,-3,0,-6,5,-64,0,-9,5,-6,8,-64,0,0,4,-6,8,-64,0,-8,-3,-3,-4,4,-8,-64,0,-7,-1,-3,-1,5,-4,-64,0,2,-14,7,2,-64,0,7,2,1,7,1,12,7,8,4,16,-64,-64,,,,,,"
759,圉,5709,88,11,"88,-64,0,-8,-14,-8,10,-64,0,-9,-15,9,-15,9,11,-64,0,-5,12,8,11,-64,0,-3,-10,-5,-6,-64,0,-3,-10,-1,-8,-64,0,-3,-9,-2,-5,-6,-1,-3,5,-3,5,-64,0,-6,5,-3,8,-1,5,-64,0,-2,-5,-1,-2,-3,4,-64,0,-6,1,3,-2,-64,0,-5,-2,3,-5,-64,0,4,-11,4,0,1,4,1,7,5,4,3,8,-64,-64,,,,,,"
760,報,5831,88,11,"88,-64,0,-3,-14,-6,-9,-64,0,-3,-14,-1,-10,-64,0,-3,-13,-3,-7,-7,-1,-4,5,-5,12,-64,0,-8,6,-5,9,-64,0,-5,9,-2,7,-64,0,-3,-7,0,-2,-3,4,-64,0,-6,0,2,-5,-64,0,2,-9,-1,-6,-64,0,2,-14,4,0,0,4,1,8,5,5,1,13,-64,0,5,-10,5,-9,11,-6,10,4,-64,0,7,-15,7,-3,-64,-64,,,,,,"
761,亢,4EA2,36,5,"36,-64,0,0,-15,0,-12,-6,-6,-64,0,0,-12,8,-4,-64,0,0,-12,0,-6,-5,11,-64,0,-2,1,3,4,-64,0,1,-6,5,11,-64,-64,,,,,,"
762,xu,,44,6,"44,-64,0,-6,-8,-4,-14,-1,-9,6,-15,8,-10,-64,0,1,-16,0,12,-64,0,0,-2,-5,6,-64,0,1,-2,5,4,-64,0,0,4,-5,9,-64,0,0,4,6,9,-64,-64,,,,,,"
763,ju,,90,10,"90,-64,0,-5,-16,-1,-11,-1,-2,-64,0,-5,-16,-5,-11,-5,-8,-1,-2,-64,0,-5,-12,-2,-12,-64,0,-5,-8,-1,-9,-64,0,3,-17,2,-11,3,-5,3,-5,-64,0,3,-17,6,-12,7,-9,4,-5,-64,0,2,-12,5,-12,-64,0,2,-10,6,-9,6,-11,-64,0,2,-3,-1,4,-64,0,-1,-1,5,2,5,5,-2,7,-5,9,0,10,5,10,0,15,-64,-64,,,,,,"
764,奚,595A,76,9,"76,-64,0,-7,-17,-5,-10,-5,-4,-4,-2,-64,0,-4,-9,-3,-8,-64,0,7,-17,3,-7,-64,0,5,-12,6,-5,4,-1,-64,0,1,-17,1,-12,-3,-10,2,-5,0,1,-64,0,1,-12,2,-10,-3,-4,-1,-1,-64,0,0,1,0,15,-64,0,-4,3,0,6,9,8,-64,0,-3,2,2,2,5,11,-64,-64,,,,,,"
765,夫,592B,34,5,"34,-64,0,-8,-11,8,-11,-64,0,0,-17,0,2,-5,12,-64,0,1,2,4,13,-64,0,0,-7,-9,0,-64,0,0,-7,8,-1,-64,-64,,,,,,"
766,ban,,62,9,"62,-64,0,-10,-13,8,-13,-64,0,-5,-12,-5,-9,-10,-4,-64,0,-5,-9,0,-4,-64,0,-5,-7,-5,-1,-8,7,-64,0,-4,-3,-1,7,-64,0,4,-12,2,-3,-64,0,4,-10,8,-3,-64,0,4,-10,4,-2,1,5,-64,0,5,-2,6,7,-64,-64,,,,,,"
767,立,7ACB,38,5,"38,-64,0,-1,-14,-1,-9,-8,-1,-64,0,-1,-10,7,-3,-64,0,-1,-10,-1,1,-4,5,-5,10,-64,0,0,0,3,10,-64,0,-10,12,6,12,-64,-64,,,,,,"
768,竝,7ADD,74,9,"74,-64,0,-5,-12,-5,-8,-9,-3,-64,0,-5,-8,-2,-5,-64,0,4,-13,4,-9,2,-7,1,-6,-64,0,4,-10,8,-6,-64,0,-5,-8,-5,-1,-8,1,-7,8,-64,0,-5,-1,-1,2,-3,8,-64,0,4,-8,4,-2,1,3,1,8,-64,0,5,-1,6,2,6,7,-64,0,-12,10,9,9,-64,-64,,,,,,"
769,心,5FC3,34,3,"34,-64,0,-1,-7,-3,-14,-8,-6,-8,1,2,10,8,3,10,-8,3,-13,2,-8,-64,0,-3,4,-2,0,-64,0,4,-2,7,4,-64,-64,,,,,,"
770,慶,6176,78,10,"78,-64,0,-4,-4,-1,-8,5,-11,-64,0,-4,-4,0,-4,5,-10,-64,0,-3,-11,-1,-5,-64,0,0,-12,2,-7,-64,0,2,-7,3,-3,-5,2,-64,0,3,-3,5,1,3,7,-64,0,0,6,0,8,-2,5,1,1,3,5,-64,0,5,2,9,10,5,15,-64,0,0,11,2,13,-64,0,1,11,8,9,-64,-64,,,,,,"
771,悔,6094,50,5,"50,-64,0,-7,-8,-3,-14,-1,-8,-64,0,1,-14,0,-7,-64,0,-1,-8,3,4,-1,7,-1,11,6,6,2,14,-64,0,-2,3,-2,-4,2,-7,5,-3,-5,2,-64,0,1,-9,6,-13,5,-7,-64,-64,,,,,,"
772,水,6C34,36,5,"36,-64,0,-5,-9,-6,-1,-64,0,1,-12,-2,-4,2,5,-2,13,-64,0,-4,4,-7,11,-64,0,4,-8,4,-1,-64,0,5,6,4,13,-64,-64,,,,,,"
773,河,6CB3,24,2,"24,-64,0,-1,-12,5,-3,2,6,7,13,-64,0,1,-2,-6,-6,-4,0,-5,7,-2,12,-64,-64,,,,,,"
774,沮,6CAE,74,10,"74,-64,0,-3,-10,-6,-5,-7,10,-64,0,-3,-10,0,-4,-1,10,-64,0,-7,10,-1,10,-64,0,-6,-1,0,-1,-64,0,-5,3,0,3,-64,0,1,-11,2,-8,-64,0,4,-10,5,-3,4,3,5,10,5,10,-64,0,7,-9,8,-6,-64,0,8,-1,7,3,-64,0,1,2,1,3,2,7,-64,-64,,,,,,"
775,涂,6D82,50,7,"50,-64,0,-3,-12,-5,-4,-2,5,-5,12,-64,0,1,-13,-2,-4,-64,0,3,-12,1,-13,9,-4,-64,0,-1,-7,6,-7,-64,0,3,-7,3,11,-64,0,-1,-3,3,2,-64,0,7,-4,3,1,-64,-64,,,,,,"
776,洛,6D1B,68,9,"68,-64,0,-5,-11,-6,-8,-4,-1,-5,8,-64,0,0,-12,-2,-5,-64,0,0,-12,3,-8,-1,-1,-64,0,-1,-8,4,-5,8,1,-64,0,-2,1,-1,7,4,6,3,0,-64,0,-2,3,3,2,-64,0,-2,8,-2,11,-64,0,2,9,2,12,-64,0,5,8,6,10,-64,-64,,,,,,"
777,汝,6C5D,66,8,"66,-64,0,-5,-10,-4,-7,-64,0,-5,-1,-5,4,-64,0,-3,-12,-1,-7,-2,-2,-2,11,-64,0,-1,-14,0,-10,-64,0,2,-12,6,2,0,7,1,11,7,6,6,14,-64,0,-1,1,0,3,-64,0,0,-6,7,-10,9,-6,1,0,-64,0,0,-6,3,-1,-64,-64,,,,,,"
778,油,6CB9,52,6,"52,-64,0,-9,-8,-7,-4,-8,3,-5,8,-64,0,-5,-6,-5,4,1,6,4,3,4,-6,-64,0,-4,-1,4,-1,-64,0,-4,-4,4,-4,-64,0,0,-7,0,3,-64,0,7,-8,8,-5,7,2,8,9,-64,-64,,,,,,"
779,淮,6DEE,52,7,"52,-64,0,-6,-5,-4,0,-5,4,-3,9,-64,0,2,-14,-4,-8,-64,0,1,-13,3,-7,-1,-2,1,12,-64,0,-1,-10,7,-4,-64,0,-1,-1,5,-5,-64,0,2,-6,8,4,-64,0,0,-1,5,7,-64,-64,,,,,,"
780,洧,6D27,46,6,"46,-64,0,-3,-12,-4,-5,-64,0,2,-9,2,-3,-64,0,1,-12,-2,-6,0,2,-3,10,-64,0,-2,-3,-3,4,-64,0,2,4,2,7,-2,11,-64,0,-1,5,0,8,2,15,-64,-64,,,,,,"
